sid	name	ntype	dtype	label	description	annotations	children
child-pugh-score-numeric	child-pugh score numeric	measurement_type	numeric	Child-Pugh score (numeric)	Child-Pugh Classification. Child-Pugh score indicating one-year survival of 100% in patients with chronic liver disease and cirrhosis. This score is determined by the study of the following five factors: bilirubin, albumin, international normalized ratio, presence and degree of ascites, and presence and degree of encephalopathy. Numeric values must be smaller or equal 15.	[{'term': 'C121007', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A standardized rating scale used to assess the severity of liver cirrhosis and determine the prognosis, the required strength of treatment, and the necessity of liver transplantation. This instrument uses the following clinical and lab criteria: encephalopathy grade, ascites, bilirubin, albumin, and prothrombin index.', 'label': 'Child-Pugh Clinical Classification', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C121007'}]	[]
child-pugh-class-a	child-pugh class A	choice	undefined	Child-Pugh class A (CPT A)	Child-Pugh Classification - Grade A (5-6 points) Well Compensated Disease, Child-Pugh Class A	[{'term': 'C113691', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Child-Pugh score indicating one-year survival of 100% in patients with chronic liver disease and cirrhosis.  This score is determined by the study of the following five factors: bilirubin, albumin, international normalized ratio, presence and degree of ascites, and presence and degree of encephalopathy.', 'label': 'Child-Pugh Class A', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C113691'}]	[]
child-pugh-class-b	child-pugh class B	choice	undefined	Child-Pugh class B (CPT B)	Child-Pugh Classification - Child-Pugh Class B, Grade B (7-9 points).Significant Functional Compromise	[{'term': 'C113692', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Child-Pugh score indicating one-year survival of 80% in patients with chronic liver disease and cirrhosis.  This score is determined by the study of the following five factors: bilirubin, albumin, international normalized ratio, presence and degree of ascites, and presence and degree of encephalopathy.', 'label': 'Child-Pugh Class B', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C113692'}]	[]
child-pugh-class-c	child-pugh class C	choice	undefined	Child-Pugh class C (CPT C)	Child-Pugh Class C, Grade C (10-15 points) Decompensated Disease.	[{'term': 'C113694', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Child-Pugh score indicating one-year survival of 45% in patients with chronic liver disease and cirrhosis.  This score is determined by the study of the following five factors: bilirubin, albumin, international normalized ratio, presence and degree of ascites, and presence and degree of encephalopathy.', 'label': 'Child-Pugh Class C', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C113694'}]	[]
child-pugh-class-unkown	child-pugh class unkown	choice	undefined	Child-Pugh class unknown	Unknown: Could not be determined or unsure, Child-Pugh Class Unknown.	[{'term': 'C159867', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Unable to determine the Child-Pugh class.', 'label': 'Child-Pugh Class Unknown', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C159867'}]	[]
glycosylated-hemoglobin-measurement	hba1c	measurement_type	numeric	HbA1c (glycosylated haemoglobin)	HbA1c (glycosylated haemoglobin). A quantitative measurement of the amount of glycosylated hemoglobin present in a sample of blood.	[{'term': '0009207', 'relation': 'BQB_IS', 'collection': 'efo', 'description': None, 'label': 'obsolete_Glycosylated Hemoglobin Measurement', 'url': 'http://purl.bioontology.org/ontology/EFO/efo:EFO_0009207'}, {'term': 'C64849', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A quantitative measurement of the amount of glycosylated hemoglobin present in a sample of blood.', 'label': 'Glycosylated Hemoglobin Measurement', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C64849'}]	[]
hba1c-change	hba1c (change)	measurement_type	numeric	HbA1c change (glycosylated haemoglobin)	HbA1c change (glycosylated haemoglobin).	[{'term': '0009207', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'efo', 'description': None, 'label': 'obsolete_Glycosylated Hemoglobin Measurement', 'url': 'http://purl.bioontology.org/ontology/EFO/efo:EFO_0009207'}, {'term': 'C64849', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'ncit', 'description': 'A quantitative measurement of the amount of glycosylated hemoglobin present in a sample of blood.', 'label': 'Glycosylated Hemoglobin Measurement', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C64849'}]	[]
hematocrit	hematocrit	measurement_type	numeric	hematocrit	Volume-Percentage of red blood cells in blood. The measurement depends on number and size of the red blood cells.	[]	[]
blood-cell-count-categorial	blood cell count (categorial)	measurement_type	categorical	blood cell count (categorial)	Blood cell count. The determination of the number of red blood cells, white blood cells, and platelets in a biospecimen.	[{'term': 'C28133', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'The determination of the number of red blood cells, white blood cells, and platelets in a biospecimen.', 'label': 'Blood Cell Count', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C28133'}]	['cell-count-levels', 'blood-cell-count-categorial-not-reported']
cell-count-levels	cell count levels	measurement_type	abstract	cell count levels	cell count	[{'term': 'C28133', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'ncit', 'description': 'The determination of the number of red blood cells, white blood cells, and platelets in a biospecimen.', 'label': 'Blood Cell Count', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C28133'}]	['cell-count-normal', 'cell-count-abnormal', 'cell-count-elevated', 'cell-count-decreased']
cell-count-normal	normal	choice	undefined	cell count normal	Cell count in normal range.	[]	[]
cell-count-abnormal	abnormal	choice	undefined	cell count abnormal	Cell count in abnormal range.	[]	[]
cell-count-elevated	elevated	choice	undefined	cell count eleveated	Cell count in eleveated range.	[]	[]
cell-count-decreased	decreased	choice	undefined	cell count decreased	Cell count in decreased range.	[]	[]
pharmacokinetic-measurement	pharmacokinetic measurement	measurement_type	abstract	pharmacokinetic measurement	Pharmacokinetic measurement	[]	['auc-measurement', 'aumc-inf', 'aumc-end', 'auc-ratio', 'extraction-ratio', 'clearance-measurement', 'enantiomeric-ratio', 'vd', 'vd-ss', 'vd0', 'vd-unbound', 'thalf', 'dominant-thalf', 'tmax', 'tmin', 'oro-cecal-transit-time', 'mrt', 'mit', 'mat', 'cmax', 'c0', 'cmin', 'cthrough', 'caverage', 'ptf', 'kel', 'kabs', 'thalf-absorption', 'lag-absorption', 'bioavailability', 'bp-ratio', 'fraction-absorbed', 'plasma-binding', 'fraction-unbound', 'recovery', 'recovery-rate', 'rate']
pharmacodynamic-measurement	pharmacodynamic measurement	measurement_type	abstract	pharmacodynamic measurement	Pharmacodynamic measurement	[]	['ic50']
ic50	IC50	measurement_type	abstract	Half maximal inhibitory concentration (IC50)	The half maximal inhibitory concentration (IC50) is a measure of the potency of a substance in inhibiting a specific biological or biochemical function. IC50 is a quantitative measure that indicates how much of a particular inhibitory substance (e.g. drug) is needed to inhibit, in vitro, a given biological process or biological component by 50%.[1] The biological component could be an enzyme, cell, cell receptor or microorganism. IC50 values are typically expressed as molar concentration.	[]	['ic50-ace']
ic50-ace	IC50 ACE	measurement_type	abstract	Half maximal inhibitory concentration (IC50) of ACE activity	The half maximal inhibitory concentration (IC50) of ACE.	[]	[]
auc-measurement	auc measurement	measurement_type	abstract	AUC measurement	Area under the curve (AUC), all pharmacokinetics parameters which are an area under the curve	[]	['auc-inf', 'auc-end', 'auc-relative', 'auc-per-dose']
auc-inf	auc_inf	measurement_type	numeric	area under curve (AUC) infinity	Area under the curve (AUC), extrapolated until infinity.	[]	['auc-inf-substances-all']
auc-end	auc_end	measurement_type	numeric	area under curve (AUC) end	Area under the curve (AUC), until last time point. Time period is required for calculation.	[]	['auc-end-substances-all']
auc-relative	auc_relative	measurement_type	numeric	area under curve (AUC) relative	Relative area under the curve (AUC), AUC of a substance relative to other measured metabolites	[]	['auc-relative-substances-all']
auc-per-dose	auc_per_dose	measurement_type	numeric	area under curve (AUC) per dose	Area under the curve divided by dose (1/clearance). Dose-normalized area under the curve.	[]	['auc-per-dose-substances-all']
aumc-inf	aumc_inf	measurement_type	numeric	Area under first moment curve to infinity (AUMC)	Area under first moment curve (AUMC), extrapolated until infinity.	[]	['aumc-inf-substances-all']
aumc-end	aumc_end	measurement_type	numeric	Area under first moment curve to end (AUMC)	Area under first moment curve (AUMC) to end.	[]	[]
auc-ratio	auc_ratio	measurement_type	numeric	AUC ratio	Ratio of arithmetic AUC. Use with substance ratios (i.e. derived substances such as px/caf).Often these ratios are given as geometric ratios and must be encoded accordingly. Units are in AUC units.	[]	[]
extraction-ratio	extraction_ratio	measurement_type	numeric	extraction ratio (ER)	Extraction ratio (ER).	[]	[]
clearance-measurement	clearance measurement	measurement_type	abstract	clearance measurement	clearance abstract class	[]	['clearance', 'estimated-clearance', 'oral-clearance', 'clearance-unbound', 'clearance-intrinsic', 'clearance-intrinsic-unbound', 'clearance-renal', 'clearance-renal-unbound', 'clearance-hepatic', 'clearance-nonrenal', 'clearance-partial', 'clearance-other']
clearance	clearance	measurement_type	numeric	clearance (CL)	Total/apparent clearance of given substance (mostly from blood or plasma).This is the rate with which a volume is cleared of a given substance (see also rate of disappearance `ra`)If the clearance is based on the unbound substance use clearance_unbound. If the clearance refers to renal clearance use clearance_renal.	[]	['clearance-substances-all']
estimated-clearance	estimated clearance	measurement_type	numeric	estimated clearance (eCL)	Total/apparent clearance of given substance (mostly from blood or plasma) estimated by a method. E.g. creatinine clearance based on plasma creatinine values and a formula.	[]	[]
oral-clearance	oral clearance	measurement_type	numeric	oral clearance (CL/F)	Oral clearance (clearance/bioavailability) of given substance (mostly from blood or plasma).If the clearance is based on the unbound substance use clearance_unbound. If the clearance refers to renal clearance use clearance_renal.	[]	[]
clearance-unbound	clearance_unbound	measurement_type	numeric	clearance unbound	Clearance of unbound substance, i.e., of the free substancenot bound by proteins (see also `fraction_unbound`)	[]	['clearance-unbound-substances-all']
